,carat,cut,color,clarity,depth,table,lab,sym,pol,flr,hna,price
950,0.58,Ideal,E,VVS2,62,55.4,AGS,ID,X,N,N,"$3,023 "
951,0.26,Premium,I,VS1,61.6,55,GIA,X,X,N,N,$528 
952,0.5,Premium,F,IF,60.6,58,GIA,X,X,N,N,"$2,643 "
953,0.26,Premium,G,VVS1,61.3,56,GIA,X,X,N,N,$699 
954,0.32,Premium,E,VS2,61.6,55,GIA,X,X,N,N,$843 
955,0.32,Premium,G,VVS1,60.6,58,GIA,X,X,N,N,$850 
956,0.43,Ideal,E,VVS1,61.1,56.5,AGS,ID,ID,N,Y,"$1,645 "
957,0.71,Premium,G,VS2,61.3,57,GIA,X,X,N,N,"$3,534 "
958,0.51,Ideal,H,SI1,61.4,56,AGS,ID,ID,N,Y,"$1,736 "
959,0.45,Ideal,I,VS1,61.4,56,AGS,ID,ID,N,Y,"$1,079 "
960,0.51,Premium,F,VVS1,60.4,58,GIA,X,X,N,N,"$2,634 "
961,0.6,Premium,F,VS1,62.3,56,GIA,X,X,N,N,"$2,759 "
962,0.41,Premium,G,VS2,61.8,57,GIA,X,X,N,N,"$1,132 "
963,0.75,Premium,F,VVS2,61.4,57,GIA,X,X,N,N,"$4,944 "
964,0.51,Ideal,H,VS2,62,55,AGS,ID,ID,N,Y,"$1,859 "
965,0.71,Premium,I,VVS1,62.2,56,GIA,X,X,N,N,"$3,059 "
966,1.02,Premium,H,VS1,61,56,GIA,X,X,N,N,"$8,245 "
967,0.61,Ideal,I,VS1,61.7,56,AGS,ID,ID,N,Y,"$2,102 "
968,0.28,Premium,F,VVS2,61.2,56,GIA,X,X,N,N,$855 
969,0.24,Premium,F,VVS2,61.2,56,GIA,X,X,N,N,$733 
970,0.41,Ideal,I,VS1,61.8,56,AGS,ID,ID,N,Y,"$1,068 "
971,0.55,Ideal,F,VS1,61.8,56,AGS,ID,ID,N,Y,"$2,130 "
972,0.25,Premium,F,SI1,61.5,55,GIA,X,X,N,N,$470 
973,0.32,Premium,F,VS2,61.6,57,GIA,X,X,N,N,$753 
974,0.35,Premium,I,IF,61.2,55,GIA,X,X,N,N,$813 
975,0.51,Ideal,H,SI1,61.8,56,AGS,ID,ID,N,Y,"$1,713 "
976,0.53,Premium,F,SI1,61.6,57,GIA,X,X,N,N,"$1,773 "
977,1.01,Ideal,E,VS2,61.5,56.7,AGS,ID,ID,N,Y,"$9,705 "
978,0.4,Premium,G,VS1,61.7,57,GIA,X,X,N,N,"$1,206 "
979,0.56,Premium,F,VVS2,60.9,56,GIA,X,X,N,N,"$2,577 "
980,1.04,Premium,I,VVS1,62.2,55,GIA,X,X,N,N,"$7,215 "
981,0.24,Premium,E,VS1,61.5,55,GIA,X,X,N,N,$624 
982,0.54,Ideal,H,SI1,61.5,57,AGS,ID,ID,N,Y,"$1,835 "
983,0.5,Premium,D,VS1,61.5,56,GIA,X,X,N,N,"$2,330 "
984,0.4,Ideal,I,VS1,61.9,56,AGS,ID,ID,N,Y,"$1,037 "
985,0.71,Premium,I,SI1,62.1,56,GIA,X,X,N,N,"$2,575 "
986,0.23,Premium,E,VS2,61.1,56,GIA,X,X,N,N,$559 
987,0.27,Premium,F,VS1,61.8,55,GIA,X,X,N,N,$689 
988,0.7,Premium,H,VS2,61.4,57,GIA,X,X,N,N,"$3,219 "
989,0.56,Ideal,D,IF,62,56,AGS,ID,ID,N,Y,"$3,756 "
990,0.52,Ideal,H,SI1,61.9,55,AGS,ID,ID,N,Y,"$1,777 "
991,0.24,Premium,F,VVS2,61.9,55,GIA,X,X,N,N,$733 
992,0.33,Premium,D,VS2,61.2,56,GIA,X,X,N,N,$939 
993,0.41,Ideal,H,VS2,61.6,57,AGS,ID,ID,N,Y,"$1,154 "
994,0.4,Premium,G,SI1,61.5,57,GIA,X,X,N,N,"$1,030 "
995,0.43,Premium,G,VVS1,62.2,56,GIA,X,X,N,N,"$1,463 "
996,0.61,Premium,E,VS2,61.6,56,GIA,X,X,N,N,"$2,656 "
997,0.6,Ideal,E,VS2,60.8,57.6,AGS,ID,ID,N,Y,"$3,137 "
998,0.82,Premium,D,IF,61.7,57,GIA,X,X,N,N,"$7,576 "
999,0.25,Premium,G,VVS2,61.3,55,GIA,X,X,N,N,$643 
1000,0.7,Premium,F,SI1,60.8,57,GIA,X,X,N,N,"$3,088 "
1001,0.63,Premium,F,VVS2,61.6,55,GIA,X,X,N,N,"$3,294 "
1002,0.6,Premium,G,VS2,61.8,56,GIA,X,X,N,N,"$2,415 "
1003,0.71,Ideal,F,VVS1,61.2,56,AGS,ID,ID,N,Y,"$4,282 "
1004,0.54,Ideal,F,VS1,61.3,57,AGS,ID,ID,N,Y,"$2,392 "
1005,0.83,Ideal,H,SI1,61.8,57,AGS,ID,ID,N,Y,"$3,684 "
1006,0.4,Premium,I,VVS2,60.8,58,GIA,X,X,N,N,$984 
1007,0.31,Premium,E,VVS1,61.8,55,GIA,X,X,N,N,"$1,140 "
1008,0.81,Ideal,G,VS2,61,57,AGS,ID,ID,N,Y,"$4,396 "
1009,0.81,Ideal,G,VS2,61.6,57,AGS,ID,ID,N,Y,"$4,391 "
1010,0.4,Premium,G,VS1,61.6,56,GIA,X,X,N,N,"$1,191 "
1011,0.6,Ideal,H,VS2,61.4,57,AGS,ID,ID,N,Y,"$2,289 "
1012,0.43,Premium,F,VVS1,61.4,56,GIA,X,X,N,N,"$1,837 "
1013,0.7,Ideal,G,SI1,61.7,57,AGS,ID,ID,N,Y,"$3,016 "
1014,0.51,Premium,G,SI1,61.9,55,GIA,X,X,N,N,"$1,695 "
1015,0.32,Premium,F,VS1,61.7,55,GIA,X,X,N,N,$843 
1016,0.61,Premium,H,VVS2,61.5,55,GIA,X,X,N,N,"$2,390 "
1017,0.52,Premium,H,VVS2,61.8,58,GIA,X,X,N,N,"$1,888 "
1018,0.31,Premium,H,SI1,62,55,GIA,X,X,N,N,$648 
1019,0.52,Premium,H,VVS2,60.7,56,GIA,X,X,N,N,"$1,888 "
1020,0.33,Premium,H,VVS1,61.5,55,GIA,X,X,N,N,$847 
1021,0.36,Premium,I,VS2,61.4,56,GIA,X,X,N,N,$723 
1022,0.71,Premium,G,VS2,61.4,57,GIA,X,X,N,N,"$3,603 "
1023,0.4,Ideal,F,VS2,61.1,57,AGS,ID,ID,N,Y,"$1,223 "
1024,0.3,Ideal,I,VS2,60.8,57,AGS,ID,ID,N,Y,$634 
1025,0.71,Premium,F,VS2,61.8,56,GIA,X,X,N,N,"$3,887 "
1026,0.82,Ideal,H,VS2,61.9,57,AGS,ID,ID,N,Y,"$3,847 "
1027,0.34,Premium,F,VS1,61.8,56,GIA,X,X,N,N,$826 
1028,0.51,Ideal,E,VS1,61.3,56.6,AGS,ID,ID,N,Y,"$2,709 "
1029,0.9,Ideal,G,SI1,61.8,57,AGS,ID,ID,N,Y,"$5,663 "
1030,0.72,Premium,H,VVS2,61.6,58,GIA,X,X,N,N,"$3,490 "
1031,0.42,Premium,G,VS1,61.7,55,GIA,X,X,N,N,"$1,267 "
1032,0.7,Premium,D,VS2,61.6,55,GIA,X,X,N,N,"$4,171 "
1033,0.32,Ideal,E,VS1,61.4,57,AGS,ID,ID,N,Y,$969 
1034,0.4,Premium,G,VVS1,61,56,GIA,X,X,N,N,"$1,361 "
1035,0.33,Premium,F,VS2,61.5,56,GIA,X,X,N,N,$823 
1036,0.33,Premium,F,VVS2,61.2,57,GIA,X,X,N,N,$988 
1037,1.02,Premium,D,VS2,61.7,57,GIA,X,X,N,N,"$9,728 "
1038,1.01,Ideal,H,VVS2,61.2,56.9,AGS,ID,ID,N,Y,"$8,613 "
1039,0.5,Good,G,SI1,62.4,55,GIA,G,G,N,N,$895 
1040,1.04,Premium,G,VS2,62,56,GIA,X,X,N,N,"$8,161 "
1041,0.31,Ideal,I,SI1,61.5,56,AGS,ID,ID,N,Y,$633 
1042,0.57,Premium,H,SI1,60.7,57,GIA,X,X,N,N,"$1,803 "
1043,0.3,Premium,F,IF,61.4,54,GIA,X,X,N,N,"$1,070 "
1044,1.05,Premium,D,VS1,61.6,56,GIA,X,X,N,N,"$11,331 "
1045,0.44,Premium,H,VS1,61.3,56,GIA,X,X,N,N,"$1,267 "
1046,0.7,Premium,F,VS2,60.9,56,GIA,X,X,N,N,"$3,832 "
1047,0.7,Premium,G,VVS2,61.7,56,GIA,X,X,N,N,"$3,706 "
1048,0.43,Premium,E,VVS2,61.3,56,GIA,X,X,N,N,"$1,692 "
1049,0.72,Premium,F,VS2,62.2,56,GIA,X,X,N,N,"$3,941 "
1050,0.91,Ideal,F,VVS1,61.7,57,AGS,ID,ID,N,Y,"$8,221 "
1051,0.6,Ideal,I,VS2,61.6,57,AGS,ID,ID,N,Y,"$2,025 "
1052,0.59,Premium,H,VS1,60.6,56,GIA,X,X,N,N,"$2,058 "
1053,1.04,Ideal,E,VS2,60.2,58,AGS,ID,ID,N,Y,"$9,403 "
1054,0.71,Premium,F,VS2,61.7,55,GIA,X,X,N,N,"$3,887 "
1055,0.41,Premium,F,VS1,62.3,55,GIA,X,X,N,N,"$1,298 "
1056,0.64,Ideal,E,VVS2,61.5,57.1,AGS,ID,ID,N,Y,"$3,706 "
1057,0.32,Premium,F,VVS2,61.7,55,GIA,X,X,N,N,$958 
1058,0.54,Premium,H,VVS1,61.8,56,GIA,X,X,N,N,"$1,974 "
1059,0.33,Ideal,D,VVS1,61.7,57,AGS,ID,ID,N,Y,"$1,092 "
1060,0.66,Premium,D,VVS1,61.7,57,GIA,X,X,N,N,"$4,832 "
1061,0.32,Premium,F,VVS2,61.8,57,GIA,X,X,N,N,$958 
1062,0.7,Premium,G,VS2,61.7,56,GIA,X,X,N,N,"$3,552 "
1063,0.4,Premium,G,VVS2,61.8,56,GIA,X,X,N,N,"$1,217 "
1064,0.72,Ideal,G,VS2,61.9,56,AGS,ID,ID,N,Y,"$3,553 "
1065,0.33,Premium,H,VVS2,60.7,57,GIA,X,X,N,N,$845 
1066,0.94,Ideal,G,VS2,60.9,57,AGS,ID,ID,N,Y,"$6,649 "
1067,0.61,Premium,G,VS1,62,57,GIA,X,X,N,N,"$2,601 "
1068,0.41,Ideal,F,VS1,61.4,56,AGS,ID,ID,N,Y,"$1,247 "
1069,1.01,Premium,F,SI1,61.6,57,GIA,X,X,N,N,"$7,197 "
1070,0.56,Premium,D,VVS1,61.9,57,GIA,X,X,F,N,"$3,242 "
1071,0.42,Premium,H,VS1,61.2,56,GIA,X,X,F,N,"$1,180 "
1072,0.3,Premium,F,VVS2,60.8,58,GIA,X,X,F,N,$756 
1073,0.4,Premium,G,VS2,61.8,57,GIA,X,X,F,N,"$1,165 "
1074,0.88,Premium,E,VS2,61.9,55,GIA,X,X,F,N,"$5,527 "
1075,0.51,Premium,I,VS1,61.7,55,GIA,X,X,F,N,"$1,664 "
1076,0.52,Premium,F,VVS2,61.7,54,GIA,X,X,F,N,"$2,243 "
1077,0.3,Premium,D,VS2,61.6,56,GIA,X,X,F,N,$832 
1078,0.24,Premium,D,VVS1,61.3,56,GIA,X,X,F,N,$804 
1079,0.52,Premium,E,VVS2,61.9,56,GIA,X,X,F,N,"$3,227 "
1080,0.52,Premium,E,VVS1,62,54,GIA,X,X,F,N,"$2,714 "
1081,0.53,Premium,I,VS1,62.3,56,GIA,X,X,F,N,"$1,660 "
1082,0.52,Premium,I,VVS2,61.8,55,GIA,X,X,F,N,"$1,667 "
1083,0.34,Premium,E,VS1,62.3,55,GIA,X,X,F,N,$899 
1084,1.01,Premium,I,VS2,60.9,57,GIA,X,X,F,Y,"$5,294 "
1085,0.31,Premium,F,VS1,61.3,56,GIA,X,X,F,N,$807 
1086,0.24,Premium,D,VS1,61.5,55,GIA,X,X,F,N,$597 
1087,0.4,Premium,H,VS2,61.9,56,GIA,X,X,F,N,"$1,097 "
1088,0.24,Premium,G,VS2,61.8,55,GIA,X,X,F,N,$510 
1089,0.57,Premium,F,SI1,60.8,57,GIA,X,X,F,N,"$1,858 "
1090,1.03,Very Good,E,SI1,64.2,57,GIA,G,VG,F,N,"$5,277 "
1091,0.31,Premium,E,VS1,61.8,55,GIA,X,X,F,N,$820 
1092,0.6,Premium,I,VS2,61.2,58,GIA,X,X,F,N,"$1,874 "
1093,0.35,Premium,G,SI1,61.7,56,GIA,X,X,F,N,$709 
1094,1.04,Premium,G,VVS2,60.8,58,GIA,X,X,F,N,"$9,623 "
1095,0.6,Premium,I,VS2,59.7,58,GIA,X,X,F,N,"$1,874 "
1096,0.52,Premium,H,VVS1,61.8,56,GIA,X,X,F,N,"$1,862 "
1097,0.31,Premium,D,VVS2,61.7,55,GIA,X,X,F,N,"$1,118 "
1098,0.31,Premium,G,VVS1,62.1,56,GIA,X,X,F,N,$837 
1099,0.34,Premium,H,VS1,61.1,57,GIA,X,X,F,N,$719 
1100,0.23,Premium,E,VS2,61.8,56,GIA,X,X,F,N,$529 
1101,0.32,Premium,F,SI1,61.6,56,GIA,X,X,F,N,$704 
1102,0.55,Premium,G,VVS2,61.6,55,GIA,X,X,F,N,"$2,256 "
1103,1.01,Premium,H,VVS2,60.9,57,GIA,X,X,F,N,"$8,390 "
1104,0.41,Premium,I,SI1,60.9,57,GIA,X,X,F,N,"$1,535 "
1105,0.54,Premium,I,VS1,62,57,GIA,X,X,F,N,"$1,154 "
1106,0.54,Premium,H,VVS1,60.8,58,GIA,X,X,F,N,"$1,894 "
1107,0.34,Premium,G,VS2,60.2,57,GIA,X,X,F,N,$798 
1108,0.5,Premium,D,VS2,61.5,56,GIA,X,X,F,N,"$1,973 "
1109,0.33,Premium,G,VS2,61.7,56,GIA,X,X,F,N,$813 
1110,0.34,Premium,F,VS1,61.7,55,GIA,X,X,F,N,$872 
1111,0.51,Premium,H,VS2,61.9,56,GIA,X,X,F,N,"$1,790 "
1112,1.01,Premium,I,VS1,61.4,57,GIA,X,X,F,N,"$6,594 "
1113,0.41,Premium,H,VS2,61.8,55,GIA,X,X,F,N,"$1,124 "
1114,0.34,Premium,I,VS2,62,56,GIA,X,X,F,N,$706 
1115,0.25,Premium,H,VS2,61.7,55,GIA,X,X,F,N,$556 
1116,0.8,Premium,D,VVS2,61.2,56,GIA,X,X,F,N,"$5,860 "
1117,0.3,Premium,F,VVS2,61.7,55,GIA,X,X,F,N,$874 
1118,0.33,Premium,I,SI1,61.7,55,GIA,X,X,F,N,$616 
1119,0.31,Premium,D,SI1,60.8,55,GIA,X,X,F,N,$788 
1120,0.26,Premium,I,VS2,61.6,55,GIA,X,X,F,N,$510 
1121,0.53,Premium,D,VS2,62,56,GIA,X,X,F,N,"$2,091 "
1122,0.31,Premium,H,VVS1,61.8,56,GIA,X,X,F,N,$741 
1123,0.5,Premium,F,VS1,60.8,57,GIA,X,X,F,N,"$1,872 "
1124,0.52,Premium,I,SI1,61.7,57,GIA,X,X,F,N,"$1,494 "
1125,0.51,Premium,I,SI1,61.5,55,GIA,X,X,F,N,"$1,486 "
1126,0.71,Premium,I,SI1,59.9,59,GIA,X,X,F,Y,"$2,188 "
1127,0.41,Premium,D,SI1,61.7,56,GIA,X,X,F,N,"$1,148 "
1128,0.71,Premium,E,VS2,60.9,57,GIA,X,X,F,N,"$3,548 "
1129,0.57,Premium,D,IF,61.7,57,GIA,X,X,F,N,"$3,744 "
1130,0.31,Ideal,D,SI1,-,-,AGS,ID,ID,F,Y,$810 
1131,0.4,Premium,D,VVS1,61.6,56,GIA,X,X,F,N,"$1,614 "
1132,0.44,Premium,H,VS1,61.5,56,GIA,X,X,F,N,"$1,236 "
1133,0.32,Premium,H,VS2,61.9,55,GIA,X,X,F,N,$725 
1134,0.71,Premium,G,VVS2,60.8,58,GIA,X,X,F,N,"$3,511 "
1135,0.28,Premium,G,VS1,61.8,55,GIA,X,X,F,N,$645 
1136,0.81,Premium,F,VVS2,61.5,58,GIA,X,X,F,N,"$5,322 "
1137,0.3,Premium,I,VS1,61.9,55,GIA,X,X,F,N,$614 
1138,0.4,Premium,D,VS2,61.7,56,GIA,X,X,F,N,"$1,222 "
1139,1.02,Premium,F,VVS2,61.5,56,GIA,X,X,F,N,"$10,205 "
1140,0.23,Premium,D,VS1,61.8,55,GIA,X,X,F,N,$572 
1141,0.6,Premium,I,VS2,61.5,56,GIA,X,X,F,N,"$1,964 "
1142,0.31,Premium,D,SI1,61.4,58,GIA,X,X,F,N,$791 
1143,0.72,Premium,E,VVS2,61.8,55,GIA,X,X,F,N,"$4,499 "
1144,0.8,Premium,G,VS2,62.1,56,GIA,X,X,F,N,"$4,452 "
1145,0.41,Premium,D,SI1,61.1,57,GIA,X,X,F,N,"$1,179 "
1146,0.51,Premium,D,VS1,61.1,57,GIA,X,X,F,N,"$2,187 "
1147,0.32,Premium,F,VVS1,60.9,57,GIA,X,X,F,N,$906 
1148,1,Premium,F,VS1,62.9,57,GIA,X,X,F,N,"$5,916 "
1149,0.41,Premium,F,VS2,61.5,56,GIA,X,X,F,N,"$1,188 "
1150,0.6,Premium,I,VS1,61.6,56,GIA,X,X,F,N,"$2,397 "
1151,0.55,Premium,I,VS2,61.8,56,GIA,X,X,F,N,"$1,694 "
1152,0.23,Premium,D,IF,61.5,55,GIA,X,X,F,N,$869 
1153,0.4,Premium,D,VS1,62.3,55,GIA,X,X,F,N,"$1,396 "
1154,0.7,Premium,H,IF,61.7,56,GIA,X,X,F,N,"$3,396 "
1155,0.42,Premium,H,VS2,62,56,GIA,X,X,F,N,"$1,128 "
1156,0.7,Premium,F,VVS1,62,57,GIA,X,X,F,N,"$4,290 "
1157,0.41,Premium,G,VVS2,61.6,56,GIA,X,X,F,N,"$1,230 "
1158,0.56,Premium,G,VS2,62.4,56,GIA,X,X,F,N,"$1,934 "
1159,0.41,Premium,G,VS1,61.4,56,GIA,X,X,F,N,"$1,189 "
1160,0.53,Premium,H,VVS1,61.8,56,GIA,X,X,F,N,"$1,891 "
1161,0.52,Premium,E,VVS1,60.5,58,GIA,X,X,F,N,"$2,714 "
1162,0.4,Premium,H,VVS2,60.7,58,GIA,X,X,F,N,"$1,138 "
1163,1.05,Premium,I,VVS2,61.5,56,GIA,X,X,F,N,"$6,965 "
1164,0.41,Premium,G,SI1,60.9,57,GIA,X,X,F,N,"$1,036 "
1165,0.52,Premium,E,VS2,62.3,56,GIA,X,X,F,N,"$1,893 "
1166,0.72,Premium,F,VVS2,61.7,55,GIA,X,X,F,N,"$4,202 "
1167,0.27,Premium,F,VVS1,62.4,55,GIA,X,X,F,N,$822 
1168,0.61,Premium,D,VS2,62.3,55,GIA,X,X,F,N,"$2,654 "
1169,0.51,Premium,D,VVS2,61.8,56,GIA,X,X,F,N,"$2,617 "
1170,0.3,Premium,E,VVS2,60.2,58,GIA,X,X,F,N,$840 
1171,0.38,Premium,F,VVS2,61.9,56,GIA,X,X,F,N,"$1,107 "
1172,0.4,Very Good,F,VS1,62.4,57,GIA,X,G,F,N,$810 
1173,0.25,Premium,H,IF,61.8,55,GIA,X,X,F,N,$596 
1174,0.27,Premium,I,VS2,61.7,56,GIA,X,X,F,N,$530 
1175,0.41,Premium,F,VVS1,61.1,56,GIA,X,X,F,N,"$1,534 "
1176,0.3,Premium,D,VS1,62.1,56,GIA,X,X,F,N,$872 
1177,0.53,Premium,G,VVS1,61.7,56,GIA,X,X,F,N,"$1,981 "
1178,0.52,Premium,G,VVS2,60.9,57,GIA,X,X,F,N,"$1,879 "
1179,0.54,Premium,F,VS1,61.7,58,GIA,X,X,F,N,"$2,022 "
1180,0.52,Premium,I,VS1,62.1,55,GIA,X,X,F,N,"$1,659 "
1181,0.55,Premium,H,VS2,61.6,56,GIA,X,X,F,N,"$1,858 "
1182,0.6,Premium,H,VS1,62.4,57,GIA,X,X,F,N,"$2,168 "
1183,0.61,Premium,G,IF,62.3,57,GIA,X,X,F,N,"$2,646 "
1184,0.5,Premium,H,VVS1,61.9,57,GIA,X,X,F,N,"$1,848 "
1185,0.41,Premium,F,VS1,61.3,55,GIA,X,X,F,N,"$1,256 "
1186,0.82,Premium,D,VS2,61.4,57,GIA,X,X,F,N,"$5,008 "
1187,0.54,Premium,G,VS1,61.6,56,GIA,X,X,F,N,"$1,991 "
1188,0.6,Premium,E,SI1,61.9,55,GIA,X,X,F,N,"$2,262 "
1189,0.3,Premium,E,VVS2,61.1,58,GIA,X,X,F,N,$865 
1190,0.56,Premium,F,VS2,62,56,GIA,X,X,F,N,"$1,979 "
1191,0.61,Premium,E,VS2,61.9,56,GIA,X,X,F,N,"$2,549 "
1192,0.62,Premium,H,VS1,61.6,56,GIA,X,X,F,N,"$2,257 "
1193,0.42,Premium,D,VS2,62,56,GIA,X,X,F,N,"$1,285 "
1194,0.27,Premium,H,VVS2,61.6,56,GIA,X,X,F,N,$645 
1195,0.42,Premium,E,SI1,61.7,56,GIA,X,X,F,N,"$1,020 "
1196,0.3,Premium,G,VVS1,61.8,56,GIA,X,X,F,N,$820 
1197,0.5,Premium,E,VS2,61.5,58,GIA,X,X,F,N,"$1,820 "
1198,0.52,Premium,G,VVS2,61.6,58,GIA,X,X,F,N,"$1,879 "
1199,0.3,Premium,I,VVS1,62.4,54,GIA,X,X,F,N,$758 
1200,0.55,Premium,I,VS2,61.8,57,GIA,X,X,F,N,"$1,730 "
1201,0.55,Premium,I,VS1,63.1,57,GIA,X,X,F,N,"$1,217 "
1202,0.61,Premium,F,VVS2,60.5,57,GIA,X,X,F,N,"$2,865 "
1203,0.54,Premium,F,VS1,61.7,56,GIA,X,X,F,N,"$2,048 "
1204,0.54,Premium,F,VVS2,60.6,58,GIA,X,X,F,N,"$2,330 "
1205,0.3,Premium,G,VVS1,61,57,GIA,X,X,F,N,$726 
1206,0.8,Premium,E,VVS1,62.2,56,GIA,X,X,F,N,"$6,049 "
1207,0.92,Premium,F,VS1,61.2,57,GIA,X,X,F,N,"$7,079 "
1208,1.01,Premium,D,VS1,60.8,57,GIA,X,X,F,N,"$10,352 "
1209,1.03,Premium,D,VVS2,62.4,56,GIA,X,X,F,N,"$11,695 "
1210,0.32,Premium,G,VS1,62.2,56,GIA,X,X,F,N,$776 
1211,0.33,Premium,D,VVS2,60.5,58,GIA,X,X,F,N,"$1,111 "
1212,1.02,Premium,D,VS1,61.8,55,GIA,X,X,F,N,"$11,350 "
1213,0.6,Premium,D,VS2,61.7,55,GIA,X,X,F,N,"$2,611 "
1214,0.24,Premium,D,VVS1,61.4,56,GIA,X,X,F,N,$804 
1215,1,Good,I,VS2,63.4,59,GIA,F,F,F,N,"$3,199 "
1216,0.31,Premium,G,VVS1,61.4,56,GIA,X,X,F,N,$848 
1217,0.42,Premium,D,SI1,61.4,56,GIA,X,X,F,N,"$1,095 "
1218,0.24,Premium,E,VS1,61.5,55,GIA,X,X,M,N,$577 
1219,0.34,Premium,E,VS2,61.7,56,GIA,X,X,M,N,$849 
1220,0.66,Premium,D,VVS2,62.1,56,GIA,X,X,M,N,"$3,374 "
1221,0.32,Premium,H,VVS2,61.2,56,GIA,X,X,M,N,$657 
1222,1.04,Premium,D,VS1,61.3,58,GIA,X,X,M,N,"$10,793 "
1223,0.56,Premium,I,SI1,61.7,56,GIA,X,X,M,N,"$1,525 "
1224,0.3,Premium,D,VS1,61.8,58,GIA,X,X,M,N,$788 
1225,0.33,Premium,I,SI1,61.6,55,GIA,X,X,M,N,$607 
1226,0.27,Premium,H,VVS1,61.9,56,GIA,X,X,M,N,$614 
1227,0.32,Premium,F,VVS2,61.5,56,GIA,X,X,M,N,$847 
1228,0.34,Premium,G,VS1,61.8,57,GIA,X,X,M,N,$772 
1229,0.55,Premium,D,IF,61.9,56,GIA,X,X,M,N,"$3,282 "
1230,0.26,Premium,E,VS1,61.8,55,GIA,X,X,M,N,$626 
1231,0.5,Premium,D,VVS2,61.6,55,GIA,X,X,M,N,"$2,456 "
1232,0.71,Premium,D,VVS1,62.1,56,GIA,X,X,M,N,"$4,660 "
1233,1.04,Premium,G,VVS1,61.8,55,GIA,X,X,M,N,"$9,644 "
1234,0.23,Premium,D,VVS2,61.9,55,GIA,X,X,M,N,$660 
1235,0.51,Premium,D,VVS2,62.1,55,GIA,X,X,M,N,"$3,446 "
1236,0.55,Premium,I,SI1,61.7,56,GIA,X,X,M,N,"$1,509 "
1237,0.5,Premium,E,SI1,61.4,58,GIA,X,X,M,N,"$1,619 "
1238,0.52,Premium,F,IF,61,57,GIA,X,X,M,N,"$2,385 "
1239,0.53,Premium,E,VVS1,61,57,GIA,X,X,M,N,"$2,571 "
1240,0.62,Premium,E,VS1,62.1,55,GIA,X,X,M,N,"$3,506 "
1241,1,Premium,H,VS2,61.5,57,GIA,X,X,M,N,"$7,165 "
1242,0.3,Premium,E,IF,60.6,59,GIA,X,X,M,N,$612 
1243,0.26,Premium,G,SI1,61.6,55,GIA,X,X,M,N,$479 
1244,0.41,Premium,G,VS2,62.2,56,GIA,X,X,M,N,"$1,117 "
1245,1.01,Premium,I,VS1,61.3,56,GIA,X,X,M,N,"$6,336 "
1246,0.24,Premium,H,VS1,61.1,57,GIA,X,X,M,N,$497 
1247,0.31,Premium,D,VS2,61.6,56,GIA,X,X,M,N,$804 
1248,0.92,Premium,D,VVS1,62.3,57,GIA,X,X,M,N,"$9,736 "
1249,0.51,Premium,D,SI1,61.5,57,GIA,X,X,M,N,"$1,664 "
1250,0.3,Premium,D,VS2,62.1,57,GIA,X,X,M,N,$750 
1251,0.41,Premium,I,VVS2,61.7,56,GIA,X,X,M,N,$930 
1252,0.32,Premium,D,VS2,62.3,56,GIA,X,X,M,N,$800 
1253,0.51,Premium,E,VS2,62.1,55,GIA,X,X,M,N,"$2,055 "
1254,0.4,Premium,D,VVS2,61.6,55,GIA,X,X,M,N,"$1,435 "
1255,0.51,Premium,G,VVS2,61.9,56,GIA,X,X,M,N,"$2,109 "
1256,0.61,Premium,D,VS1,61.1,57,GIA,X,X,M,N,"$2,606 "
1257,1.05,Premium,I,SI1,62.3,55,GIA,X,X,M,N,"$6,347 "
1258,0.7,Premium,D,VVS2,61.5,56,GIA,X,X,M,N,"$4,122 "
1259,1.01,Premium,H,VS2,61,58,GIA,X,X,M,N,"$7,326 "
1260,0.33,Premium,I,IF,61.4,55,GIA,X,X,M,N,$700 
1261,0.33,Premium,H,VS1,62,55,GIA,X,X,M,N,$738 
1262,0.24,Premium,D,VS2,61.8,55,GIA,X,X,M,N,$615 
1263,0.35,Premium,I,SI1,61.3,58,GIA,X,X,M,N,$644 
1264,0.31,Premium,H,IF,62.1,55,GIA,X,X,M,N,$846 
1265,0.25,Premium,H,VS2,61.9,56,GIA,X,X,M,N,$543 
1266,0.5,Premium,G,VS1,61.4,56,GIA,X,X,M,N,"$1,710 "
1267,0.6,Premium,H,VVS2,61.8,56,GIA,X,X,M,N,"$2,153 "
1268,0.23,Premium,D,VVS1,61.8,56,GIA,X,X,M,N,$771 
1269,0.52,Premium,E,VVS2,60.6,58,GIA,X,X,M,N,"$2,174 "
1270,1.01,Premium,E,VVS1,60.4,57,GIA,X,X,M,N,"$11,073 "
1271,0.55,Premium,D,VVS2,61.8,55,GIA,X,X,M,N,"$2,701 "
1272,0.4,Premium,G,VS2,61.1,57,GIA,X,X,M,N,"$1,136 "
1273,0.4,Premium,H,VS2,61.7,56,GIA,X,X,M,N,"$1,043 "
1274,1,Premium,I,VVS2,60.6,56,GIA,X,X,M,N,"$6,079 "
1275,0.42,Premium,D,VS1,61.8,56,GIA,X,X,M,N,"$1,274 "
1276,0.33,Premium,D,VS2,61.4,57,GIA,X,X,M,N,$778 
1277,0.4,Premium,H,VVS2,61.4,57,GIA,X,X,M,N,"$1,103 "
1278,0.55,Premium,D,VVS2,61.3,57,GIA,X,X,M,N,"$2,701 "
1279,0.25,Premium,D,VS2,61.2,55,GIA,X,X,M,N,$640 
